Id,SalePrice
2141,131216.38
2142,141078.8
2143,157685.31
2144,126453.94
2145,134482.4
2146,143072.97
2147,160117.08
2148,137130.62
2149,142398.44
2150,196998.92
2151,131350.52
2152,185744.64
2153,133018.4
2154,103992.46
2155,126085.47
2156,270012.7
2157,227804.44
2158,244050.45
2159,230050.66
2160,156485.27
2161,277665.34
2162,301488.28
2163,343637.56
2164,246769.08
2165,182807.02
2166,148703.16
2167,277366.7
2168,202238.78
2169,197567.1
2170,233134.08
2171,143481.22
2172,133963.4
2173,165397.97
2174,259809.6
2175,285921.6
2176,309713.1
2177,252219.17
2178,221627.77
2179,145654.53
2180,202189.75
2181,213665.94
2182,227663.06
2183,206659.12
2184,141923.02
2185,120306.7
2186,151436.12
2187,140508.58
2188,164899.95
2189,205224.62
2190,84202.31
2191,84202.31
2192,97362.36
2193,112964.89
2194,97969.04
2195,103107.13
2196,106297.66
2197,113547.78
2198,147244.23
2199,148910.6
2200,107053.66
2201,145267.28
2202,183142.31
2203,183745.73
2204,178838.23
2205,123952.164
2206,129032.41
2207,193360.67
2208,223073.5
2209,151763.2
2210,110354.96
2211,105563.766
2212,125763.38
2213,101182.63
2214,137006.95
2215,98622.414
2216,146219.92
2217,65171.58
2218,71525.52
2219,90231.164
2220,53699.477
2221,243655.55
2222,234715.62
2223,220878.95
2224,215183.7
2225,130389.27
2226,189533.56
2227,198426.36
2228,253163.61
2229,223679.88
2230,173544.27
2231,192364.89
2232,187210.67
2233,161855.25
2234,250509.73
2235,204018.81
2236,251019.23
2237,373584.8
2238,205809.55
2239,104160.67
2240,154671.03
2241,163683.55
2242,137955.64
2243,122017.92
2244,120215.484
2245,90033.08
2246,137992.1
2247,105346.81
2248,122791.34
2249,127832.56
2250,135837.56
2251,123796.2
2252,185024.33
2253,173714.12
2254,169279.17
2255,176941.42
2256,192086.44
2257,206869.33
2258,185340.95
2259,180869.9
2260,162312.58
2261,185412.28
2262,215144.25
2263,312344.56
2264,448649.53
2265,175522.88
2266,269263.12
2267,326805.84
2268,367328.22
2269,164186.84
2270,170082.61
2271,229563.72
2272,187136.27
2273,160216.64
2274,170811.22
2275,210739.34
2276,177468.64
2277,188526.12
2278,168983.94
2279,131186.39
2280,103384.445
2281,174378.2
2282,183176.55
2283,90840.54
2284,116857.05
2285,159829.2
2286,130523.64
2287,344455.16
2288,317202.2
2289,406270.75
2290,462229.97
2291,327400.06
2292,359326.28
2293,455420.5
2294,433321.97
2295,445975.88
2296,328381.0
2297,295276.38
2298,335471.78
2299,526455.75
2300,342277.1
2301,257182.36
2302,221431.6
2303,291816.72
2304,294786.22
2305,191199.27
2306,191199.27
2307,192214.38
2308,219658.66
2309,272057.9
2310,227522.53
2311,173252.66
2312,191240.67
2313,178971.81
2314,160261.2
2315,166897.02
2316,197782.75
2317,168075.64
2318,161405.14
2319,176033.56
2320,179855.3
2321,234687.22
2322,162626.89
2323,166886.02
2324,174757.84
2325,212335.6
2326,174625.05
2327,219868.5
2328,233567.55
2329,180679.14
2330,177111.4
2331,372964.28
2332,449218.9
2333,306073.56
2334,284944.34
2335,272732.88
2336,344154.3
2337,202918.73
2338,270278.4
2339,248246.61
2340,391994.94
2341,215295.83
2342,252911.62
2343,229389.06
2344,243087.52
2345,273260.06
2346,226432.73
2347,206729.86
2348,218259.34
2349,166058.22
2350,259987.94
2351,231872.38
2352,302164.06
2353,256120.58
2354,101785.29
2355,118243.27
2356,158061.28
2357,212030.95
2358,198255.73
2359,118697.21
2360,117273.04
2361,141636.02
2362,286097.34
2363,139771.25
2364,155775.25
2365,223343.4
2366,210128.11
2367,239758.58
2368,198729.27
2369,227034.3
2370,172140.7
2371,169929.4
2372,201113.14
2373,264818.06
2374,308888.22
2375,258066.42
2376,270525.06
2377,288306.7
2378,145466.33
2379,170360.66
2380,135166.05
2381,156741.36
2382,199695.0
2383,221791.12
2384,245236.83
2385,149397.81
2386,144252.31
2387,142409.38
2388,87805.04
2389,124064.4
2390,128419.72
2391,132365.9
2392,112699.62
2393,167091.88
2394,137732.31
2395,193442.83
2396,147831.69
2397,208404.0
2398,127977.086
2399,50881.85
2400,47746.293
2401,128095.66
2402,138038.06
2403,144091.08
2404,145573.33
2405,147307.56
2406,139635.25
2407,132158.69
2408,133784.72
2409,134142.23
2410,168929.6
2411,119435.68
2412,134662.72
2413,126537.1
2414,138553.23
2415,119256.58
2416,134100.16
2417,127963.16
2418,120392.05
2419,127686.24
2420,115219.375
2421,160534.19
2422,114995.125
2423,111415.26
2424,160328.27
2425,193235.05
2426,124838.695
2427,128746.516
2428,175371.53
2429,106663.34
2430,134264.27
2431,125834.07
2432,130151.46
2433,139865.58
2434,144007.95
2435,149153.38
2436,102358.08
2437,120890.695
2438,120407.055
2439,127670.57
2440,143555.11
2441,107005.81
2442,104914.234
2443,115766.79
2444,124393.48
2445,73148.28
2446,105393.34
2447,179317.14
2448,149731.06
2449,87209.03
2450,142133.66
2451,140694.83
2452,184553.72
2453,96216.4
2454,110661.57
2455,112798.79
2456,122903.12
2457,133365.42
2458,98364.92
2459,102113.7
2460,150881.36
2461,133032.02
2462,130130.93
2463,112601.125
2464,195680.45
2465,146921.33
2466,122422.32
2467,137070.6
2468,85572.02
2469,100327.75
2470,170136.67
2471,222859.62
2472,202678.0
2473,111815.914
2474,118183.49
2475,236884.5
2476,122704.57
2477,126996.29
2478,172095.33
2479,133871.84
2480,146560.5
2481,127824.08
2482,130107.71
2483,120312.91
2484,140928.45
2485,116269.305
2486,143069.0
2487,173626.88
2488,150253.33
2489,143044.53
2490,153546.95
2491,80389.555
2492,207344.4
2493,131018.336
2494,162455.94
2495,79153.54
2496,246806.53
2497,140813.88
2498,127220.66
2499,112781.5
2500,130016.24
2501,146614.88
2502,140692.55
2503,99523.055
2504,216212.28
2505,222035.22
2506,255773.8
2507,407269.66
2508,255773.8
2509,223470.86
2510,242601.36
2511,189162.47
2512,211969.11
2513,223845.56
2514,250887.67
2515,151830.03
2516,148679.16
2517,135003.83
2518,138685.31
2519,233538.72
2520,196774.78
2521,187647.06
2522,218651.66
2523,138337.31
2524,138603.42
2525,143222.75
2526,143835.78
2527,128716.88
2528,129901.62
2529,132279.61
2530,119728.62
2531,220194.72
2532,225336.98
2533,202327.92
2534,248701.25
2535,343539.78
2536,228569.88
2537,217076.88
2538,183360.88
2539,177331.03
2540,172730.38
2541,183202.61
2542,172939.58
2543,131707.4
2544,136497.52
2545,123593.34
2546,149811.2
2547,132285.5
2548,146973.56
2549,155312.81
2550,190020.2
2551,144409.7
2552,133978.95
2553,84202.31
2554,125759.19
2555,108558.24
2556,84411.87
2557,102879.96
2558,130889.234
2559,137405.86
2560,120993.41
2561,123254.67
2562,115926.96
2563,144247.8
2564,157631.5
2565,101833.14
2566,161381.17
2567,112047.55
2568,169767.25
2569,203871.05
2570,110354.96
2571,190096.58
2572,193357.53
2573,226603.95
2574,308985.7
2575,136507.66
2576,140162.55
2577,154610.53
2578,93530.66
2579,65592.36
2580,107657.19
2581,139041.62
2582,112992.24
2583,239585.23
2584,157534.17
2585,209481.94
2586,187421.06
2587,202995.98
2588,153093.05
2589,135457.48
2590,206251.16
2591,197079.5
2592,236680.34
2593,237777.33
2594,174790.52
2595,214947.28
2596,319689.44
2597,204845.52
2598,253717.77
2599,358429.16
2600,158583.02
2601,148196.4
2602,82884.24
2603,86013.9
2604,80401.83
2605,83764.08
2606,138155.23
2607,169041.28
2608,230780.94
2609,154257.12
2610,95975.5
2611,146515.53
2612,153318.03
2613,122791.34
2614,123668.65
2615,152780.16
2616,129971.17
2617,151170.31
2618,216156.55
2619,212384.39
2620,183926.89
2621,190319.62
2622,196662.28
2623,288560.34
2624,256884.6
2625,318285.7
2626,166676.0
2627,184597.34
2628,403822.1
2629,479660.38
2630,346286.4
2631,471297.06
2632,401353.34
2633,301299.25
2634,355630.5
2635,145906.94
2636,190275.86
2637,153530.17
2638,256107.4
2639,179123.94
2640,145241.42
2641,110096.266
2642,236983.52
2643,103562.98
2644,125144.44
2645,91783.32
2646,92467.1
2647,90840.54
2648,136503.83
2649,145809.86
2650,160242.94
2651,149566.06
2652,464925.7
2653,278006.1
2654,244378.98
2655,376950.0
2656,317647.6
2657,331753.97
2658,287456.72
2659,309523.25
2660,334944.62
2661,372464.22
2662,317966.97
2663,285564.8
2664,267441.53
2665,315334.88
2666,263639.22
2667,167209.55
2668,173787.03
2669,164654.31
2670,296760.44
2671,173787.03
2672,175889.11
2673,200583.61
2674,193993.36
2675,175362.98
2676,178081.3
2677,178143.83
2678,271769.3
2679,278363.6
2680,286858.4
2681,456757.03
2682,337232.44
2683,515815.22
2684,312934.06
2685,347175.62
2686,246409.98
2687,263606.84
2688,240429.14
2689,224090.17
2690,530849.2
2691,194300.72
2692,100426.02
2693,198709.14
2694,112868.22
2695,186682.17
2696,172902.06
2697,209936.48
2698,190307.08
2699,182054.03
2700,169407.19
2701,150540.69
2702,136551.11
2703,112027.086
2704,146581.45
2705,125040.516
2706,126779.49
2707,124772.54
2708,132146.14
2709,94351.77
2710,115966.26
2711,281988.7
2712,406305.94
2713,165867.83
2714,147543.8
2715,171769.3
2716,136834.08
2717,173723.97
2718,245923.31
2719,152570.78
2720,177780.88
2721,144706.92
2722,172228.25
2723,147741.92
2724,123229.32
2725,137969.5
2726,145344.53
2727,164593.58
2728,165104.94
2729,132772.72
2730,145426.53
2731,112430.086
2732,119239.45
2733,165175.77
2734,150849.8
2735,132452.97
2736,143758.33
2737,119687.61
2738,146199.05
2739,166217.88
2740,143986.92
2741,141142.34
2742,155829.0
2743,139083.22
2744,152415.48
2745,138146.12
2746,134772.36
2747,121813.36
2748,122307.68
2749,122425.164
2750,132425.95
2751,113296.78
2752,242038.69
2753,165777.3
2754,263558.0
2755,153084.33
2756,75279.45
2757,73505.4
2758,81656.875
2759,158407.7
2760,150911.25
2761,146960.56
2762,143479.08
2763,197389.92
2764,144673.25
2765,299939.4
2766,139185.56
2767,92186.586
2768,133180.9
2769,139578.36
2770,155947.38
2771,123590.86
2772,115753.664
2773,116398.86
2774,129345.81
2775,131099.61
2776,135907.53
2777,134004.36
2778,125841.67
2779,112357.586
2780,108084.75
2781,108665.664
2782,81119.0
2783,73840.03
2784,117935.85
2785,149117.84
2786,54302.875
2787,117703.72
2788,71237.586
2789,202654.48
2790,63949.227
2791,127122.336
2792,60733.31
2793,170853.8
2794,75441.73
2795,112419.22
2796,109825.24
2797,203712.06
2798,120431.51
2799,124278.62
2800,77451.66
2801,100646.734
2802,118411.55
2803,220541.83
2804,136661.62
2805,90595.37
2806,102764.05
2807,138090.23
2808,146617.77
2809,122859.59
2810,140959.38
2811,160036.28
2812,140444.69
2813,169532.06
2814,170605.88
2815,107330.664
2816,242457.14
2817,139222.28
2818,122834.445
2819,164898.23
2820,107458.7
2821,110893.76
2822,159702.14
2823,281690.0
2824,153687.66
2825,158410.38
2826,137251.08
2827,140365.05
2828,187548.95
2829,189077.33
2830,260806.77
2831,189993.06
2832,189524.44
2833,255483.8
2834,217546.05
2835,221967.77
2836,195667.17
2837,170256.77
2838,147819.77
2839,174435.4
2840,199425.6
2841,197861.03
2842,203168.38
2843,149887.83
2844,168771.62
2845,128980.734
2846,204319.08
2847,199999.66
2848,201641.45
2849,231849.4
2850,285962.72
2851,254064.02
2852,237166.66
2853,234229.81
2854,139940.67
2855,193626.36
2856,198731.4
2857,191649.58
2858,206736.02
2859,141397.44
2860,112129.74
2861,141398.94
2862,194499.44
2863,103028.8
2864,252991.3
2865,146157.78
2866,131878.19
2867,76261.47
2868,129297.32
2869,135517.8
2870,140550.08
2871,114113.21
2872,72491.81
2873,91078.06
2874,150029.08
2875,115530.91
2876,151057.78
2877,140934.84
2878,153780.4
2879,129086.53
2880,118019.37
2881,141779.64
2882,153225.84
2883,157221.95
2884,154621.62
2885,182838.83
2886,145837.61
2887,103667.234
2888,132496.53
2889,64417.77
2890,66821.22
2891,133271.11
2892,71242.055
2893,114150.4
2894,51353.266
2895,292931.84
2896,269426.12
2897,176075.39
2898,168183.89
2899,254760.88
2900,151870.58
2901,184844.02
2902,176753.1
2903,339888.7
2904,314924.94
2905,105755.5
2906,192511.12
2907,118657.734
2908,129851.98
2909,143926.77
2910,81064.13
2911,82884.24
2912,140866.5
2913,81011.52
2914,80401.83
2915,80401.83
2916,81337.805
2917,140259.78
2918,89989.1
2919,219623.14
